,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Group,Passenger,FirstName,LastName,Deck,Number,Side,InGroup,InFamily
1894,2026_01,Earth,TRUE,G/323/S,TRAPPIST-1e,,FALSE,0,0,0,0,0,Marlly Warrishales,1,2026,1,Marlly,Warrishales,G,3,3,TRUE,TRUE
1895,2026_02,Earth,TRUE,G/323/S,PSO J318.5-22,15,FALSE,0,0,0,0,0,Franda Warrishales,1,2026,2,Franda,Warrishales,G,3,3,TRUE,TRUE
1896,2026_03,Earth,FALSE,G/323/S,TRAPPIST-1e,20,FALSE,0,4,429,0,287,Heald Alldson,0,2026,3,Heald,Alldson,G,3,3,TRUE,FALSE
1897,2027_01,Earth,FALSE,F/399/P,55 Cancri e,19,FALSE,30,1,1051,0,6,Iree Oconley,1,2027,1,Iree,Oconley,F,3,9,FALSE,FALSE
1898,2028_01,Earth,FALSE,F/391/S,PSO J318.5-22,24,FALSE,662,0,0,0,9,Louisa Pooles,0,2028,1,Louisa,Pooles,F,3,1,FALSE,FALSE
1899,2029_01,Earth,FALSE,F/400/P,55 Cancri e,43,FALSE,0,6,730,1,0,Lyne Camerrison,0,2029,1,Lyne,Camerrison,F,4,0,FALSE,FALSE
1900,2032_01,Mars,TRUE,F/402/P,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Powl Shcad,1,2032,1,Powl,Shcad,F,4,2,FALSE,FALSE
1901,2034_01,Earth,FALSE,F/393/S,TRAPPIST-1e,42,FALSE,399,75,38,771,0,Anton Pearsalason,0,2034,1,Anton,Pearsalason,F,3,3,FALSE,FALSE
1902,2038_01,Earth,FALSE,F/404/P,TRAPPIST-1e,21,FALSE,6,133,503,0,2,Racyle Ingston,0,2038,1,Racyle,Ingston,F,4,4,FALSE,FALSE
1903,2040_01,Europa,TRUE,B/85/S,TRAPPIST-1e,50,FALSE,0,0,0,0,0,Lesaten Stiven,1,2040,1,Lesaten,Stiven,B,8,/,TRUE,TRUE
1904,2040_02,Europa,TRUE,B/85/S,TRAPPIST-1e,25,FALSE,0,0,0,0,0,Alramak Stiven,1,2040,2,Alramak,Stiven,B,8,/,TRUE,TRUE
1905,2041_01,Earth,TRUE,G/327/P,TRAPPIST-1e,64,FALSE,,0,0,0,0,Pattin Weavesend,1,2041,1,Pattin,Weavesend,G,3,7,FALSE,FALSE
1906,2042_01,Earth,FALSE,F/394/S,TRAPPIST-1e,50,FALSE,0,0,0,785,19,Rosiey Floways,0,2042,1,Rosiey,Floways,F,3,4,FALSE,FALSE
1907,2043_01,Mars,TRUE,F/395/S,TRAPPIST-1e,24,FALSE,,0,0,0,0,Goles Teake,1,2043,1,Goles,Teake,F,3,5,FALSE,FALSE
1908,2044_01,Earth,FALSE,F/396/S,TRAPPIST-1e,27,,0,0,634,1,23,Breney Conleydenan,1,2044,1,Breney,Conleydenan,F,3,6,FALSE,FALSE
1909,2045_01,Earth,TRUE,G/324/S,55 Cancri e,42,FALSE,0,0,0,0,,Gaylah Whitneyes,1,2045,1,Gaylah,Whitneyes,G,3,4,FALSE,FALSE
1910,2046_01,Earth,TRUE,G/328/P,55 Cancri e,30,FALSE,0,0,0,0,0,Luison Beston,0,2046,1,Luison,Beston,G,3,8,FALSE,FALSE
1911,2051_01,Earth,FALSE,E/126/P,TRAPPIST-1e,20,FALSE,2,0,694,0,22,,1,2051,1,,,E,1,6,FALSE,FALSE
1912,2052_01,Mars,FALSE,E/151/S,TRAPPIST-1e,31,FALSE,162,1211,4,0,1,Jele Balle,1,2052,1,Jele,Balle,E,1,1,FALSE,FALSE
1913,2053_01,Europa,FALSE,C/68/P,55 Cancri e,26,FALSE,281,741,13,0,4724,Tabbah Wasede,0,2053,1,Tabbah,Wasede,C,6,/,FALSE,FALSE
1914,2054_01,Europa,FALSE,C/69/P,55 Cancri e,39,FALSE,0,,0,1528,1119,Alark Stivelte,0,2054,1,Alark,Stivelte,C,6,/,FALSE,FALSE
1915,2055_01,Earth,FALSE,G/330/P,TRAPPIST-1e,,FALSE,0,0,0,0,0,Belly Woodwinez,0,2055,1,Belly,Woodwinez,G,3,0,TRUE,TRUE
1916,2055_02,,FALSE,G/330/P,PSO J318.5-22,32,FALSE,0,58,0,0,642,Sall Woodwinez,1,2055,2,Sall,Woodwinez,G,3,0,TRUE,TRUE
1917,2055_03,Earth,TRUE,G/330/P,TRAPPIST-1e,25,FALSE,0,0,0,0,0,,1,2055,3,,,G,3,0,TRUE,FALSE
1918,2055_04,Earth,FALSE,G/330/P,TRAPPIST-1e,6,FALSE,0,0,0,0,0,Lesley Woodwinez,1,2055,4,Lesley,Woodwinez,G,3,0,TRUE,TRUE
1919,2055_05,Earth,TRUE,G/330/P,TRAPPIST-1e,3,FALSE,0,0,0,0,0,Harlen Woodwinez,1,2055,5,Harlen,Woodwinez,G,3,0,TRUE,TRUE
1920,2055_06,Earth,TRUE,G/330/P,TRAPPIST-1e,11,FALSE,0,0,0,0,0,Janee Canton,0,2055,6,Janee,Canton,G,3,0,TRUE,FALSE
1921,2056_01,Earth,TRUE,G/331/P,TRAPPIST-1e,52,FALSE,0,0,0,0,0,Marynk Hanghanson,0,2056,1,Marynk,Hanghanson,G,3,1,TRUE,TRUE
1922,2056_02,Earth,FALSE,F/407/P,TRAPPIST-1e,14,FALSE,16,0,0,712,149,Claura Hanghanson,0,2056,2,Claura,Hanghanson,F,4,7,TRUE,TRUE
1923,2056_03,Earth,FALSE,F/407/P,TRAPPIST-1e,68,FALSE,0,286,0,1739,13,Elany Hanghanson,0,2056,3,Elany,Hanghanson,F,4,7,TRUE,TRUE
1924,2056_04,Earth,TRUE,G/331/P,PSO J318.5-22,18,FALSE,0,0,0,0,0,Philia Hanghanson,1,2056,4,Philia,Hanghanson,G,3,1,TRUE,TRUE
1925,2059_01,Earth,FALSE,G/333/P,TRAPPIST-1e,55,FALSE,2,0,0,0,907,Ellena Moodmandez,1,2059,1,Ellena,Moodmandez,G,3,3,FALSE,FALSE
1926,2060_01,,FALSE,G/327/S,55 Cancri e,22,FALSE,1430,0,0,0,423,Anniey Baketton,0,2060,1,Anniey,Baketton,G,3,7,FALSE,FALSE
1927,2061_01,Europa,FALSE,D/65/P,TRAPPIST-1e,34,FALSE,0,5063,0,56,327,Dscha Sedece,1,2061,1,Dscha,Sedece,D,6,/,FALSE,FALSE
1928,2062_01,Mars,,F/398/S,TRAPPIST-1e,17,FALSE,583,0,753,0,0,,0,2062,1,,,F,3,8,FALSE,FALSE
1929,2063_01,Earth,TRUE,G/328/S,PSO J318.5-22,38,FALSE,0,0,0,0,0,Mistie Leonaldez,0,2063,1,Mistie,Leonaldez,G,3,8,FALSE,FALSE
1930,2065_01,Earth,FALSE,F/410/P,TRAPPIST-1e,13,FALSE,12,0,0,0,1963,Lavey Jeffey,0,2065,1,Lavey,Jeffey,F,4,0,FALSE,FALSE
1931,2066_01,Earth,TRUE,G/329/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Bryany Chapmaney,1,2066,1,Bryany,Chapmaney,G,3,9,FALSE,FALSE
1932,2067_01,Europa,TRUE,C/70/P,TRAPPIST-1e,30,FALSE,0,0,0,0,0,Alatrin Sprender,1,2067,1,Alatrin,Sprender,C,7,/,TRUE,TRUE
1933,2067_02,Europa,FALSE,C/70/P,TRAPPIST-1e,27,TRUE,0,0,72,668,2713,Asellan Sprender,0,2067,2,Asellan,Sprender,C,7,/,TRUE,TRUE
1934,2070_01,Earth,FALSE,E/127/P,TRAPPIST-1e,17,FALSE,,1,533,326,0,Sanda Gilleyons,1,2070,1,Sanda,Gilleyons,E,1,7,FALSE,FALSE
1935,2071_01,Europa,FALSE,C/78/S,55 Cancri e,45,FALSE,0,3559,0,3615,163,Zaninon Subateful,0,2071,1,Zaninon,Subateful,C,7,/,TRUE,TRUE
1936,2071_02,Europa,FALSE,C/78/S,55 Cancri e,28,FALSE,167,2406,71,283,650,Alduson Subateful,1,2071,2,Alduson,Subateful,C,7,/,TRUE,TRUE
1937,2073_01,Earth,FALSE,F/401/S,TRAPPIST-1e,23,FALSE,177,0,7,0,448,Landa Rivanseney,0,2073,1,Landa,Rivanseney,F,4,1,FALSE,FALSE
1938,2074_01,Europa,FALSE,D/69/S,TRAPPIST-1e,24,FALSE,1289,3343,0,4996,729,Sadir Alaring,0,2074,1,Sadir,Alaring,D,6,/,TRUE,TRUE
1939,2074_02,Europa,FALSE,D/69/S,TRAPPIST-1e,23,FALSE,9,4081,0,0,16,Mergas Alaring,1,2074,2,Mergas,Alaring,D,6,/,TRUE,TRUE
1940,2075_01,Earth,FALSE,F/402/S,55 Cancri e,29,FALSE,270,0,0,25,343,Janne Yatters,0,2075,1,Janne,Yatters,F,4,2,FALSE,FALSE
1941,2080_01,Earth,FALSE,G/334/P,TRAPPIST-1e,46,FALSE,430,0,340,52,61,Henryn Joycerton,0,2080,1,Henryn,Joycerton,G,3,4,FALSE,FALSE
1942,2081_01,Earth,FALSE,F/411/P,PSO J318.5-22,17,FALSE,8,911,0,0,0,Brie Moodsey,1,2081,1,Brie,Moodsey,F,4,1,FALSE,FALSE
1943,2082_01,Earth,FALSE,G/335/P,TRAPPIST-1e,20,FALSE,0,0,4,35,769,Carlie Kirks,0,2082,1,Carlie,Kirks,G,3,5,FALSE,FALSE
1944,2083_01,Earth,FALSE,F/407/S,TRAPPIST-1e,24,FALSE,121,20,0,68,506,Wen Gibbsonton,0,2083,1,Wen,Gibbsonton,F,4,7,FALSE,FALSE
1945,2084_01,Europa,FALSE,A/16/P,TRAPPIST-1e,40,FALSE,19,10,1,4759,6007,Aston Boltund,0,2084,1,Aston,Boltund,A,1,/,TRUE,TRUE
1946,2084_02,Europa,TRUE,A/16/P,TRAPPIST-1e,,FALSE,0,0,0,0,0,Dyonon Boltund,1,2084,2,Dyonon,Boltund,A,1,/,TRUE,TRUE
1947,2085_01,Europa,FALSE,C/72/P,TRAPPIST-1e,38,FALSE,0,590,2640,6202,99,Algedia Unaasor,0,2085,1,Algedia,Unaasor,C,7,/,FALSE,FALSE
1948,2086_01,Europa,FALSE,A/26/S,TRAPPIST-1e,65,FALSE,51,4451,0,20,397,Marf Wasterivel,1,2086,1,Marf,Wasterivel,A,2,/,TRUE,TRUE
1949,2086_02,Europa,FALSE,A/26/S,TRAPPIST-1e,19,FALSE,0,1342,0,152,556,Aldera Wasterivel,1,2086,2,Aldera,Wasterivel,A,2,/,TRUE,TRUE
1950,2087_01,Earth,FALSE,F/408/S,TRAPPIST-1e,54,FALSE,0,0,872,0,1,Olliey Brownings,1,2087,1,Olliey,Brownings,F,4,8,FALSE,FALSE
1951,2088_01,Earth,FALSE,F/409/S,55 Cancri e,38,FALSE,0,717,0,0,0,Eriey Weaves,0,2088,1,Eriey,Weaves,F,4,9,TRUE,TRUE
1952,2088_02,Earth,FALSE,G/331/S,TRAPPIST-1e,40,FALSE,51,0,1,368,509,Len Weaves,1,2088,2,Len,Weaves,G,3,1,TRUE,TRUE
1953,2089_01,Earth,FALSE,F/412/P,PSO J318.5-22,21,FALSE,,2,133,0,549,Sonard Sterreray,0,2089,1,Sonard,Sterreray,F,4,2,FALSE,FALSE
1954,2090_01,Earth,FALSE,F/413/P,TRAPPIST-1e,22,FALSE,8,0,801,0,12,Dia Watkinsley,1,2090,1,Dia,Watkinsley,F,4,3,FALSE,FALSE
1955,2091_01,Earth,FALSE,F/414/P,TRAPPIST-1e,33,FALSE,356,,0,245,0,Arlie Woodwinez,0,2091,1,Arlie,Woodwinez,F,4,4,FALSE,FALSE
1956,2092_01,Mars,FALSE,D/70/S,TRAPPIST-1e,18,FALSE,29,0,2315,0,1,Muffs Blan,1,2092,1,Muffs,Blan,D,7,/,TRUE,FALSE
1957,2092_02,Mars,FALSE,E/153/S,TRAPPIST-1e,43,FALSE,546,0,41,710,0,Wins Stpie,0,2092,2,Wins,Stpie,E,1,3,TRUE,TRUE
1958,2092_03,Mars,FALSE,,TRAPPIST-1e,13,,6726,0,1605,1266,0,Cray Stpie,0,2092,3,Cray,Stpie,,,,TRUE,TRUE
1959,2092_04,Mars,FALSE,F/410/S,TRAPPIST-1e,26,FALSE,1751,0,0,0,0,,0,2092,4,,,F,4,0,TRUE,FALSE
1960,2092_05,Mars,FALSE,D/70/S,TRAPPIST-1e,22,FALSE,2300,0,22,256,0,Jur Stpie,0,2092,5,Jur,Stpie,D,7,/,TRUE,TRUE
1961,2094_01,Mars,TRUE,F/415/P,TRAPPIST-1e,21,FALSE,0,0,0,0,0,Lles Buncy,1,2094,1,Lles,Buncy,F,4,5,FALSE,FALSE
1962,2095_01,Earth,FALSE,F/411/S,PSO J318.5-22,25,FALSE,0,11,0,13,1344,Mabley Gallencis,0,2095,1,Mabley,Gallencis,F,4,1,FALSE,FALSE
1963,2096_01,Mars,FALSE,F/412/S,TRAPPIST-1e,29,FALSE,216,10,611,594,0,Milly Kité,0,2096,1,Milly,Kité,F,4,2,TRUE,FALSE
1964,2096_02,Mars,FALSE,F/412/S,TRAPPIST-1e,49,FALSE,1624,0,68,,0,Weaffs Kinie,0,2096,2,Weaffs,Kinie,F,4,2,TRUE,FALSE
1965,2097_01,Europa,TRUE,B/86/S,55 Cancri e,29,FALSE,0,0,0,0,0,Tetra Roftfuling,1,2097,1,Tetra,Roftfuling,B,8,/,FALSE,FALSE
1966,2099_01,Mars,FALSE,D/71/S,,45,FALSE,10,1095,1474,0,0,Cupers Boste,1,2099,1,Cupers,Boste,D,7,/,FALSE,FALSE
1967,2100_01,Earth,FALSE,F/413/S,PSO J318.5-22,45,FALSE,0,0,734,3,5,Garyan Briggins,1,2100,1,Garyan,Briggins,F,4,3,FALSE,FALSE
1968,2102_01,Europa,FALSE,C/79/S,TRAPPIST-1e,30,FALSE,63,9314,249,2624,4538,Giedia Seadler,0,2102,1,Giedia,Seadler,C,7,/,FALSE,FALSE
1969,2104_01,Earth,FALSE,F/414/S,TRAPPIST-1e,29,FALSE,776,0,4,0,23,Sonard Bootez,0,2104,1,Sonard,Bootez,F,4,4,TRUE,TRUE
1970,2104_02,Earth,FALSE,,TRAPPIST-1e,26,FALSE,0,0,0,0,0,Brinez Bootez,0,2104,2,Brinez,Bootez,,,,TRUE,TRUE
1971,2105_01,Earth,TRUE,G/335/S,55 Cancri e,16,FALSE,0,0,0,0,0,Benda Loway,0,2105,1,Benda,Loway,G,3,5,FALSE,FALSE
1972,2106_01,Earth,FALSE,G/336/S,55 Cancri e,20,FALSE,1,0,0,4926,1,Bertle Calhounez,0,2106,1,Bertle,Calhounez,G,3,6,FALSE,FALSE
1973,2107_01,Earth,FALSE,G/338/P,TRAPPIST-1e,33,FALSE,235,2,1,650,0,Sylvin Haynardy,0,2107,1,Sylvin,Haynardy,G,3,8,FALSE,FALSE
1974,2110_01,Earth,TRUE,G/339/P,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Ernice Joynewtonks,0,2110,1,Ernice,Joynewtonks,G,3,9,FALSE,FALSE
1975,2111_01,Mars,FALSE,F/417/P,TRAPPIST-1e,24,FALSE,600,593,1404,0,1,Beals Blan,0,2111,1,Beals,Blan,F,4,7,FALSE,FALSE
1976,2112_01,Mars,FALSE,F/418/P,TRAPPIST-1e,29,FALSE,860,305,18,1415,0,Latsts Perty,0,2112,1,Latsts,Perty,F,4,8,FALSE,FALSE
1977,2114_01,Europa,TRUE,B/87/S,55 Cancri e,40,FALSE,0,0,0,0,0,Gollux Folhal,1,2114,1,Gollux,Folhal,B,8,/,FALSE,FALSE
1978,2115_01,Europa,TRUE,D/72/S,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Schird Oinded,1,2115,1,Schird,Oinded,D,7,/,FALSE,FALSE
1979,2116_01,Earth,TRUE,G/339/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Dellie Waderoachez,0,2116,1,Dellie,Waderoachez,G,3,9,FALSE,FALSE
1980,2117_01,Europa,FALSE,,TRAPPIST-1e,31,FALSE,0,8718,0,13036,267,Azet Rocketedy,0,2117,1,Azet,Rocketedy,,,,FALSE,FALSE
1981,2118_01,Earth,TRUE,G/340/P,PSO J318.5-22,26,FALSE,0,0,0,0,0,Kene Macdonadows,0,2118,1,Kene,Macdonadows,G,3,0,FALSE,FALSE
1982,2120_01,Mars,FALSE,D/73/S,TRAPPIST-1e,49,FALSE,0,0,1058,0,0,Prah Bla,1,2120,1,Prah,Bla,D,7,/,FALSE,FALSE
1983,2121_01,Earth,TRUE,G/341/P,TRAPPIST-1e,23,FALSE,0,0,0,0,0,Timyra Peterstarks,0,2121,1,Timyra,Peterstarks,G,3,1,FALSE,FALSE
1984,2123_01,Earth,TRUE,G/342/P,PSO J318.5-22,23,FALSE,0,0,0,0,0,Dianya Johnsondez,0,2123,1,Dianya,Johnsondez,G,3,2,TRUE,TRUE
1985,2123_02,Earth,TRUE,G/342/P,PSO J318.5-22,14,FALSE,0,0,0,0,0,France Johnsondez,1,2123,2,France,Johnsondez,G,3,2,TRUE,TRUE
1986,2124_01,Earth,FALSE,G/341/S,55 Cancri e,21,FALSE,770,0,0,40,0,Ine Litthews,0,2124,1,Ine,Litthews,G,3,1,FALSE,FALSE
1987,2125_01,Earth,FALSE,G/343/P,TRAPPIST-1e,18,FALSE,0,1,0,80,826,Stenny Pagedy,0,2125,1,Stenny,Pagedy,G,3,3,FALSE,FALSE
1988,2126_01,Earth,FALSE,F/415/S,TRAPPIST-1e,,FALSE,717,0,0,0,0,Natha Ricews,0,2126,1,Natha,Ricews,F,4,5,FALSE,FALSE
1989,2127_01,Earth,FALSE,F/419/P,TRAPPIST-1e,19,FALSE,721,62,7,0,0,Dorice Bailes,1,2127,1,Dorice,Bailes,F,4,9,FALSE,FALSE
1990,2128_01,Earth,FALSE,G/344/P,TRAPPIST-1e,22,FALSE,624,0,0,0,185,Artis Sancockett,0,2128,1,Artis,Sancockett,G,3,4,FALSE,FALSE
1991,2129_01,Earth,FALSE,F/420/P,TRAPPIST-1e,17,FALSE,736,0,2,20,0,Rice Camerrison,0,2129,1,Rice,Camerrison,F,4,0,FALSE,FALSE
1992,2130_01,Earth,FALSE,F/421/P,PSO J318.5-22,13,FALSE,0,2,480,10,176,Marine Oneiles,0,2130,1,Marine,Oneiles,F,4,1,FALSE,FALSE
1993,2131_01,Earth,FALSE,E/128/P,TRAPPIST-1e,26,FALSE,0,,0,91,900,Terrie Mayder,0,2131,1,Terrie,Mayder,E,1,8,FALSE,FALSE
1994,2133_01,Mars,FALSE,D/74/S,TRAPPIST-1e,,FALSE,1054,0,43,85,0,Caish Chrie,0,2133,1,Caish,Chrie,D,7,/,TRUE,TRUE
1995,2133_02,Mars,TRUE,F/416/S,TRAPPIST-1e,16,FALSE,0,0,0,0,0,Elfs Chrie,1,2133,2,Elfs,Chrie,F,4,6,TRUE,TRUE
1996,2134_01,Mars,FALSE,F/422/P,TRAPPIST-1e,20,FALSE,1146,0,0,0,3,Mes Pimne,0,2134,1,Mes,Pimne,F,4,2,FALSE,FALSE
1997,2135_01,Earth,FALSE,E/129/P,TRAPPIST-1e,20,FALSE,75,0,0,1545,0,Tin Monroellynn,0,2135,1,Tin,Monroellynn,E,1,9,TRUE,TRUE
1998,2135_02,Earth,,E/129/P,TRAPPIST-1e,23,FALSE,426,0,362,0,0,Aarone Monroellynn,0,2135,2,Aarone,Monroellynn,E,1,9,TRUE,TRUE
1999,2136_01,Earth,FALSE,G/343/S,TRAPPIST-1e,61,FALSE,2,0,17,868,28,Sallie Waltonnedy,0,2136,1,Sallie,Waltonnedy,G,3,3,FALSE,FALSE
2000,2137_01,Mars,TRUE,F/423/P,TRAPPIST-1e,27,FALSE,0,0,0,0,0,Lopedo Ruité,1,2137,1,Lopedo,Ruité,F,4,3,TRUE,FALSE
2001,2137_02,Mars,FALSE,F/423/P,55 Cancri e,3,FALSE,0,0,0,0,0,Stoate Queke,1,2137,2,Stoate,Queke,F,4,3,TRUE,TRUE
2002,2137_03,Mars,FALSE,F/423/P,55 Cancri e,4,FALSE,0,0,0,0,0,Slig Queke,1,2137,3,Slig,Queke,F,4,3,TRUE,TRUE
2003,2138_01,Earth,TRUE,G/344/S,55 Cancri e,13,,0,0,0,0,0,Colly Powery,1,2138,1,Colly,Powery,G,3,4,FALSE,FALSE
2004,2139_01,Mars,TRUE,F/417/S,TRAPPIST-1e,19,FALSE,0,0,0,0,0,Gibil Razo,1,2139,1,Gibil,Razo,F,4,7,FALSE,FALSE
2005,2140_01,Earth,FALSE,F/424/P,TRAPPIST-1e,18,FALSE,0,0,698,0,0,Andra Drakeekss,1,2140,1,Andra,Drakeekss,F,4,4,FALSE,FALSE
2006,2141_01,Earth,FALSE,E/130/P,55 Cancri e,66,FALSE,0,0,1610,0,0,Annaha Rivanseney,1,2141,1,Annaha,Rivanseney,E,1,0,FALSE,FALSE
2007,2142_01,Mars,TRUE,F/418/S,TRAPPIST-1e,39,,0,0,0,0,0,Tostex Pri,1,2142,1,Tostex,Pri,F,4,8,FALSE,FALSE
2008,2143_01,Earth,FALSE,F/419/S,TRAPPIST-1e,21,FALSE,0,1433,0,1234,0,Justie Miltongson,0,2143,1,Justie,Miltongson,F,4,9,TRUE,TRUE
2009,2143_02,Earth,TRUE,G/345/S,TRAPPIST-1e,7,FALSE,0,0,0,0,0,Thel Miltongson,0,2143,2,Thel,Miltongson,G,3,5,TRUE,TRUE
2010,2144_01,Earth,TRUE,,TRAPPIST-1e,56,FALSE,0,0,0,0,0,Helley Philliames,0,2144,1,Helley,Philliames,,,,FALSE,FALSE
2011,2145_01,Earth,FALSE,F/425/P,TRAPPIST-1e,15,FALSE,0,951,128,0,0,Karene Pecketton,0,2145,1,Karene,Pecketton,F,4,5,FALSE,FALSE
2012,2147_01,Mars,FALSE,E/155/S,TRAPPIST-1e,,FALSE,1146,0,47,0,105,Chon Ban,1,2147,1,Chon,Ban,E,1,5,FALSE,FALSE
2013,2148_01,Earth,FALSE,F/420/S,TRAPPIST-1e,13,FALSE,579,226,61,1,7,Ellana Grahangory,0,2148,1,Ellana,Grahangory,F,4,0,FALSE,FALSE
2014,2149_01,Europa,TRUE,B/89/S,TRAPPIST-1e,18,FALSE,0,0,0,0,0,Altares Persed,1,2149,1,Altares,Persed,B,8,/,FALSE,FALSE
2015,2150_01,Earth,TRUE,G/346/P,PSO J318.5-22,38,FALSE,0,0,0,0,0,Walley Prickmantes,0,2150,1,Walley,Prickmantes,G,3,6,FALSE,FALSE
2016,2152_01,Earth,FALSE,F/426/P,TRAPPIST-1e,45,FALSE,2138,0,0,659,0,Eulah Bakericks,0,2152,1,Eulah,Bakericks,F,4,6,FALSE,FALSE
2017,2153_01,Earth,TRUE,G/347/P,TRAPPIST-1e,21,FALSE,0,0,0,0,,Alvia Daviddley,0,2153,1,Alvia,Daviddley,G,3,7,FALSE,FALSE
2018,2154_01,Earth,FALSE,G/348/P,TRAPPIST-1e,19,FALSE,78,0,0,550,0,Regana Barles,0,2154,1,Regana,Barles,G,3,8,FALSE,FALSE
2019,2156_01,Earth,FALSE,F/421/S,TRAPPIST-1e,49,FALSE,651,25,0,849,2,Troya Cofferson,0,2156,1,Troya,Cofferson,F,4,1,FALSE,FALSE
2020,2158_01,Earth,FALSE,F/423/S,TRAPPIST-1e,21,FALSE,0,820,0,45,0,Joyn Moraleney,1,2158,1,Joyn,Moraleney,F,4,3,FALSE,FALSE
2021,2159_01,Earth,FALSE,F/424/S,TRAPPIST-1e,18,FALSE,0,402,2027,0,0,Hencey Casez,1,2159,1,Hencey,Casez,F,4,4,FALSE,FALSE
2022,2161_01,Mars,TRUE,F/429/P,TRAPPIST-1e,43,FALSE,0,0,0,0,0,Poselk Sidie,1,2161,1,Poselk,Sidie,F,4,9,FALSE,FALSE
2023,2162_01,Mars,TRUE,F/425/S,PSO J318.5-22,27,FALSE,0,0,0,0,0,Ral Graie,1,2162,1,Ral,Graie,F,4,5,TRUE,TRUE
2024,2162_02,Mars,FALSE,F/425/S,TRAPPIST-1e,0,FALSE,0,0,0,0,0,Hoces Graie,1,2162,2,Hoces,Graie,F,4,5,TRUE,TRUE
2025,2163_01,Earth,FALSE,G/349/P,TRAPPIST-1e,27,FALSE,0,0,6,745,22,Adanne Mosepherry,0,2163,1,Adanne,Mosepherry,G,3,9,FALSE,FALSE
2026,2164_01,Europa,TRUE,B/63/P,TRAPPIST-1e,21,,0,0,0,0,0,Coxaton Queldry,1,2164,1,Coxaton,Queldry,B,6,/,FALSE,FALSE
2027,2167_01,Earth,FALSE,F/431/P,PSO J318.5-22,20,FALSE,38,220,495,0,,Weney Mckinn,0,2167,1,Weney,Mckinn,F,4,1,FALSE,FALSE
2028,2168_01,Mars,TRUE,F/427/S,TRAPPIST-1e,35,FALSE,0,0,0,0,0,Fow Lacke,1,2168,1,Fow,Lacke,F,4,7,TRUE,TRUE
2029,2168_02,Mars,FALSE,F/427/S,TRAPPIST-1e,20,FALSE,212,0,991,0,13,Gorice Lacke,0,2168,2,Gorice,Lacke,F,4,7,TRUE,TRUE
2030,2171_01,Earth,FALSE,F/433/P,TRAPPIST-1e,24,FALSE,388,0,7,409,0,Sergia Camerrison,0,2171,1,Sergia,Camerrison,F,4,3,TRUE,TRUE
2031,2171_02,Earth,FALSE,G/351/P,TRAPPIST-1e,41,FALSE,2,0,551,5577,68,Karene Camerrison,0,2171,2,Karene,Camerrison,G,3,1,TRUE,TRUE
2032,2172_01,Earth,FALSE,G/347/S,PSO J318.5-22,23,FALSE,0,774,0,0,0,Belly Barbes,1,2172,1,Belly,Barbes,G,3,7,FALSE,FALSE
2033,2173_01,Earth,TRUE,G/352/P,PSO J318.5-22,27,FALSE,0,0,0,0,0,Vina Landolphrey,1,2173,1,Vina,Landolphrey,G,3,2,FALSE,FALSE
2034,2175_01,Earth,TRUE,G/348/S,55 Cancri e,58,FALSE,0,0,0,0,0,Gabria Callowery,1,2175,1,Gabria,Callowery,G,3,8,FALSE,FALSE
2035,2177_01,Mars,TRUE,F/435/P,TRAPPIST-1e,53,FALSE,0,0,0,,0,Clech Colle,1,2177,1,Clech,Colle,F,4,5,FALSE,FALSE
2036,2179_01,Europa,FALSE,C/80/S,TRAPPIST-1e,30,FALSE,437,3585,0,4488,281,Eltaird Dianket,0,2179,1,Eltaird,Dianket,C,8,/,FALSE,FALSE
2037,2180_01,Earth,FALSE,F/428/S,55 Cancri e,24,FALSE,1,0,0,318,247,Coreen Masquez,0,2180,1,Coreen,Masquez,F,4,8,FALSE,FALSE
2038,2182_01,Europa,FALSE,B/64/P,TRAPPIST-1e,31,FALSE,46,1935,0,995,1254,Unukath Tiouserful,0,2182,1,Unukath,Tiouserful,B,6,/,FALSE,FALSE
2039,2183_01,Mars,FALSE,F/429/S,PSO J318.5-22,46,FALSE,607,0,41,334,251,Cheeet Ruity,0,2183,1,Cheeet,Ruity,F,4,9,TRUE,TRUE
2040,2183_02,Mars,FALSE,F/429/S,TRAPPIST-1e,20,FALSE,938,59,31,12,0,Prish Ruity,0,2183,2,Prish,Ruity,F,4,9,TRUE,TRUE
2041,2186_01,Earth,TRUE,G/350/S,TRAPPIST-1e,20,FALSE,0,0,0,0,0,Ivanne Johnsby,0,2186,1,Ivanne,Johnsby,G,3,0,FALSE,FALSE
2042,2187_01,Earth,FALSE,F/437/P,TRAPPIST-1e,30,FALSE,0,236,0,1149,0,Hary Wiggson,0,2187,1,Hary,Wiggson,F,4,7,FALSE,FALSE
2043,2188_01,Earth,FALSE,F/438/P,55 Cancri e,24,FALSE,0,421,0,207,63,Ollip Hopez,0,2188,1,Ollip,Hopez,F,4,8,FALSE,FALSE
