Index,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Passenger,FirstName,LastName,Deck,Number,Side,InGroup
2094,2239_01,Earth,FALSE,PSO J318.5-22,26,FALSE,93,0,469,0,0,1,2239,1,Kencey,Franchaney,F,4,9,FALSE
2095,2241_01,Earth,FALSE,TRAPPIST-1e,27,FALSE,485,1109,921,0,1,0,2241,1,Jacky,Jacostaffey,F,4,1,FALSE
2096,2243_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,38,483,80,47,121,1,2243,1,Thondy,Booness,G,3,2,FALSE
2097,2251_01,Europa,FALSE,55 Cancri e,62,FALSE,320,1179,756,4996,85,0,2251,1,Yilduno,Hoodjuded,A,2,/,TRUE
2098,2251_02,Europa,FALSE,TRAPPIST-1e,58,FALSE,2,1,14,2,1153,0,2251,2,Zaurion,Hoodjuded,A,2,/,TRUE
2099,2252_01,Earth,FALSE,,37,FALSE,0,1368,0,,960,0,2252,1,Ernard,Willy,G,3,3,FALSE
2100,2253_01,Earth,FALSE,TRAPPIST-1e,54,FALSE,701,32,171,8,0,0,2253,1,Cherry,Cruzaley,G,3,9,FALSE
2101,2254_01,Earth,FALSE,TRAPPIST-1e,26,FALSE,0,10,0,702,1,0,2254,1,Beula,Mcfaddenson,F,4,5,FALSE
2102,2255_01,Europa,TRUE,55 Cancri e,44,FALSE,0,0,0,0,0,1,2255,1,Tabdhib,Spadicage,C,7,/,TRUE
2103,2255_02,Europa,TRUE,TRAPPIST-1e,34,FALSE,0,0,0,0,0,1,2255,2,Polah,Spadicage,C,7,/,TRUE
2104,2256_01,Earth,TRUE,TRAPPIST-1e,47,FALSE,0,0,0,0,0,1,2256,1,Aarone,Batestonley,G,3,0,FALSE
2105,2257_01,Europa,FALSE,TRAPPIST-1e,27,TRUE,0,3341,,80,654,1,2257,1,Atonea,Diateous,C,7,/,TRUE
2106,2257_02,Europa,TRUE,55 Cancri e,22,FALSE,0,0,0,0,0,1,2257,2,Nasliak,Diateous,B,6,/,TRUE
2107,2258_01,Earth,TRUE,TRAPPIST-1e,46,FALSE,,0,0,0,0,1,2258,1,All,Leonzaley,G,3,4,FALSE
2108,2261_01,Earth,FALSE,TRAPPIST-1e,29,FALSE,0,0,885,0,0,1,2261,1,Millia,Bairdford,F,4,1,FALSE
2109,2262_01,Earth,FALSE,55 Cancri e,43,FALSE,485,4,136,48,0,0,2262,1,Clarry,Kimpson,G,3,5,FALSE
2110,2263_01,Earth,FALSE,TRAPPIST-1e,42,FALSE,0,0,32,772,0,0,2263,1,Andie,Burnewman,F,4,6,FALSE
2111,2264_01,Earth,FALSE,TRAPPIST-1e,39,FALSE,0,0,13,0,868,1,2264,1,Lanedy,Youngrayes,F,4,2,FALSE
2112,2266_01,Mars,FALSE,TRAPPIST-1e,30,FALSE,616,0,185,210,475,0,2266,1,Dow,Conca,F,4,7,FALSE
2113,2267_01,Mars,FALSE,TRAPPIST-1e,43,FALSE,2318,0,647,81,0,1,2267,1,Gratsp,Meake,E,1,1,FALSE
2114,2268_01,Earth,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,0,2268,1,Camiet,Mcbriggins,G,3,6,FALSE
2115,2269_01,Mars,TRUE,TRAPPIST-1e,26,FALSE,0,0,0,0,0,1,2269,1,Ork,Blees,F,4,8,FALSE
2116,2270_01,Mars,FALSE,TRAPPIST-1e,46,FALSE,171,0,1257,5,0,1,2270,1,Spuffs,Fla,F,4,9,FALSE
2117,2272_01,Earth,FALSE,TRAPPIST-1e,3,FALSE,0,0,0,0,0,1,2272,1,,,G,3,7,TRUE
2118,2272_02,Earth,TRUE,55 Cancri e,21,FALSE,0,0,0,0,0,1,2272,2,Mela,Quinnerettt,,,,TRUE
2119,2272_03,Earth,FALSE,TRAPPIST-1e,1,FALSE,0,0,0,0,0,1,2272,3,Ricard,Kirks,G,3,7,TRUE
2120,2273_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,0,0,10,778,0,2273,1,Timmy,Hanner,E,1,2,FALSE
2121,2274_01,Europa,TRUE,55 Cancri e,27,FALSE,0,0,0,0,0,1,2274,1,Alrairk,Proorbeng,C,7,/,TRUE
2122,2274_02,Europa,TRUE,55 Cancri e,28,FALSE,0,0,0,0,0,1,2274,2,Mino,Shoeweely,C,7,/,TRUE
2123,2275_01,Mars,FALSE,PSO J318.5-22,36,FALSE,241,0,670,0,0,0,2275,1,Mos,Tirt,F,4,0,FALSE
2124,2277_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,26,313,470,0,0,0,2277,1,Diandy,Wallerson,G,3,2,FALSE
2125,2278_01,Europa,TRUE,55 Cancri e,18,FALSE,0,0,,0,0,1,2278,1,Gemmam,Crantiale,C,8,/,FALSE
2126,2279_01,Europa,FALSE,55 Cancri e,47,FALSE,0,140,,85,3970,0,2279,1,Axionon,Pippoppere,B,9,/,FALSE
2127,2280_01,Europa,FALSE,TRAPPIST-1e,18,FALSE,20,1064,0,0,11643,0,2280,1,Lesat,Femoused,B,9,/,FALSE
2128,2281_01,Earth,FALSE,TRAPPIST-1e,6,FALSE,0,0,0,0,0,1,2281,1,Rica,Hoppers,E,1,6,FALSE
2129,2282_01,Earth,,TRAPPIST-1e,20,FALSE,0,544,1,0,378,0,2282,1,Ellena,Burtiz,F,4,1,FALSE
2130,2284_01,Mars,FALSE,TRAPPIST-1e,18,FALSE,262,302,1127,4225,0,0,2284,1,Poloos,Butte,F,4,3,FALSE
2131,2287_01,Earth,FALSE,TRAPPIST-1e,37,FALSE,0,1,0,219,,0,2287,1,Shally,Reyersendry,F,4,4,FALSE
2132,2288_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,12,746,802,58,0,0,2288,1,Dia,Figuez,E,1,3,FALSE
2133,2289_01,Mars,FALSE,TRAPPIST-1e,37,FALSE,20,0,2559,20,0,1,2289,1,Hary,Jaff,F,4,5,FALSE
2134,2291_01,Earth,,55 Cancri e,6,FALSE,0,0,0,,0,0,2291,1,Patoya,Pittler,G,3,5,TRUE
2135,2291_02,Earth,FALSE,TRAPPIST-1e,36,FALSE,3,0,435,8,277,0,2291,2,Nancey,Pittler,G,3,5,TRUE
2136,2291_03,Earth,FALSE,55 Cancri e,46,FALSE,426,37,0,0,568,0,2291,3,,,F,4,5,TRUE
2137,2295_01,Earth,FALSE,TRAPPIST-1e,75,FALSE,0,0,1224,,1769,0,2295,1,Melica,Emenez,F,4,6,TRUE
2138,2295_02,Earth,FALSE,TRAPPIST-1e,37,FALSE,0,8,70,360,258,0,2295,2,Jillie,Emenez,F,4,6,TRUE
2139,2296_01,Earth,TRUE,TRAPPIST-1e,22,FALSE,0,0,,0,0,1,2296,1,Kencey,Patteraley,G,3,9,FALSE
2140,2298_01,Earth,FALSE,PSO J318.5-22,33,FALSE,270,412,1,,5,0,2298,1,Thery,Fredersend,F,4,7,FALSE
2141,2299_01,Mars,FALSE,TRAPPIST-1e,35,FALSE,174,0,381,0,62,0,2299,1,Wealke,Ramad,F,4,8,FALSE
2142,2300_01,Europa,FALSE,55 Cancri e,19,FALSE,0,,0,0,8195,0,2300,1,Genubik,Alcemblery,C,8,/,TRUE
2143,2300_02,Europa,FALSE,55 Cancri e,34,FALSE,0,22,,3028,3768,0,2300,2,Arid,Alcemblery,C,8,/,TRUE
2144,2301_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,1010,0,33,10,0,1,2301,1,Colly,Hodgesss,F,4,9,TRUE
2145,2301_02,Earth,FALSE,55 Cancri e,37,FALSE,1508,,0,1,0,0,2301,2,Weslie,Hodgesss,G,3,7,TRUE
2146,2301_03,Earth,FALSE,55 Cancri e,24,FALSE,1367,0,1,0,0,0,2301,3,Marine,Hodgesss,F,4,9,TRUE
2147,2302_01,Europa,FALSE,TRAPPIST-1e,54,TRUE,0,3381,0,4463,34,0,2302,1,Sterion,Dedometeel,A,1,/,FALSE
2148,2303_01,Mars,FALSE,55 Cancri e,52,FALSE,1377,0,32,22,0,1,2303,1,Beal,Chort,F,4,8,FALSE
2149,2305_01,Earth,TRUE,TRAPPIST-1e,60,FALSE,0,0,0,0,0,0,2305,1,,,G,3,8,FALSE
2150,2306_01,Europa,FALSE,TRAPPIST-1e,1,FALSE,0,0,0,0,0,1,2306,1,Batenar,Colensid,C,8,/,TRUE
2151,2306_02,Europa,FALSE,TRAPPIST-1e,,FALSE,0,0,0,0,0,1,2306,2,Gomeron,Colensid,C,8,/,TRUE
2152,2306_03,Europa,FALSE,TRAPPIST-1e,22,FALSE,0,297,3,676,2924,0,2306,3,Asellum,Colensid,C,8,/,TRUE
2153,2306_04,Europa,FALSE,55 Cancri e,27,FALSE,0,12077,0,75,0,1,2306,4,Izarkab,Ticiontral,C,8,/,TRUE
2154,2306_05,Europa,TRUE,55 Cancri e,48,FALSE,0,0,0,0,0,1,2306,5,Bram,Colensid,C,8,/,TRUE
2155,2306_06,Europa,FALSE,55 Cancri e,47,FALSE,1320,428,4,24,0,0,2306,6,Luxons,Colensid,C,8,/,TRUE
2156,2308_01,Europa,TRUE,TRAPPIST-1e,25,FALSE,0,0,0,0,0,1,2308,1,Plas,Pringrous,D,7,/,TRUE
2157,2308_02,Europa,FALSE,55 Cancri e,49,FALSE,9,2426,95,1249,168,0,2308,2,Beten,Pringrous,D,7,/,TRUE
2158,2308_03,Europa,FALSE,TRAPPIST-1e,33,FALSE,0,2012,1,9124,4,0,2308,3,Asellum,Pringrous,D,7,/,TRUE
2159,2308_04,Europa,FALSE,TRAPPIST-1e,67,FALSE,0,4715,0,599,6,1,2308,4,Polluma,Pringrous,D,7,/,TRUE
2160,2309_01,Earth,TRUE,PSO J318.5-22,5,FALSE,0,0,0,0,0,0,2309,1,Feryla,Whitledges,G,3,1,FALSE
2161,2310_01,Europa,TRUE,55 Cancri e,60,FALSE,0,0,0,0,0,1,2310,1,Alaron,Holiabler,D,6,/,TRUE
2162,2310_02,Europa,TRUE,TRAPPIST-1e,56,FALSE,0,0,0,0,0,1,2310,2,Geons,Holiabler,D,6,/,TRUE
2163,2310_03,Europa,FALSE,TRAPPIST-1e,59,FALSE,0,2210,0,4085,11,0,2310,3,Elebara,Pleele,D,6,/,TRUE
2164,2310_04,Europa,TRUE,TRAPPIST-1e,44,FALSE,0,0,0,0,0,1,2310,4,Enibah,Pleele,D,6,/,TRUE
2165,2311_01,Earth,FALSE,TRAPPIST-1e,33,FALSE,0,763,1,66,84,0,2311,1,Elsane,Cabrewsond,G,3,2,FALSE
2166,2312_01,,TRUE,TRAPPIST-1e,28,FALSE,0,0,,0,0,0,2312,1,Billex,Sykess,G,3,9,FALSE
2167,2313_01,Mars,FALSE,TRAPPIST-1e,29,FALSE,1365,0,791,210,0,0,2313,1,Lish,Kart,F,4,9,FALSE
2168,2314_01,Earth,TRUE,TRAPPIST-1e,13,FALSE,0,0,0,0,0,0,2314,1,Troyce,Folemonley,G,3,0,FALSE
2169,2315_01,Europa,TRUE,55 Cancri e,34,FALSE,0,0,0,0,0,1,2315,1,Murzima,Singmage,B,6,/,FALSE
2170,2316_01,Earth,TRUE,PSO J318.5-22,45,FALSE,0,0,0,0,0,1,2316,1,Shan,Blange,G,3,1,FALSE
2171,2317_01,Earth,FALSE,TRAPPIST-1e,39,FALSE,0,454,0,454,0,0,2317,1,Ronia,Gainebergan,G,3,2,FALSE
2172,2318_01,Earth,FALSE,TRAPPIST-1e,18,FALSE,128,37,626,0,5,0,2318,1,Lindy,Bradamss,F,4,0,FALSE
2173,2319_01,,TRUE,PSO J318.5-22,57,FALSE,0,0,0,0,0,0,2319,1,Evendy,Estron,G,3,3,FALSE
2174,2320_01,Earth,FALSE,55 Cancri e,,FALSE,0,760,0,21,23,0,2320,1,Thel,Francock,F,4,0,FALSE
2175,2321_01,Earth,TRUE,PSO J318.5-22,25,FALSE,0,0,0,0,0,1,2321,1,Claura,Petermandez,G,3,3,FALSE
2176,2325_01,Earth,TRUE,PSO J318.5-22,22,FALSE,0,0,0,0,0,0,2325,1,Kimmie,Hurchez,G,3,4,FALSE
2177,2327_01,Europa,FALSE,TRAPPIST-1e,32,FALSE,0,4106,388,892,2,1,2327,1,Alyat,Oidederval,B,6,/,FALSE
2178,2329_01,Mars,TRUE,TRAPPIST-1e,29,FALSE,0,,0,0,0,1,2329,1,Heersh,Burry,F,4,2,FALSE
2179,2332_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,556,0,20,1589,0,0,2332,1,Cellex,Mccarry,F,4,3,FALSE
2180,2333_01,Mars,FALSE,TRAPPIST-1e,16,FALSE,0,0,0,0,0,0,2333,1,Igrish,Fiha,E,1,7,FALSE
2181,2336_01,Europa,TRUE,55 Cancri e,45,FALSE,0,0,0,0,0,1,2336,1,Alhail,Fulatorly,A,3,/,TRUE
2182,2336_02,Europa,FALSE,TRAPPIST-1e,44,TRUE,1409,910,17,1452,3782,0,2336,2,Wezna,Fulatorly,A,3,/,TRUE
2183,2338_01,Earth,TRUE,55 Cancri e,27,FALSE,0,0,0,0,0,1,2338,1,Elenay,Moodman,G,3,6,TRUE
2184,2338_02,Earth,FALSE,TRAPPIST-1e,26,FALSE,14,0,0,857,0,0,2338,2,Julion,Moodman,F,4,4,TRUE
2185,2339_01,Mars,FALSE,TRAPPIST-1e,46,FALSE,1290,0,57,0,0,0,2339,1,Book,Shrie,F,4,5,FALSE
2186,2340_01,Earth,FALSE,PSO J318.5-22,24,FALSE,0,0,648,0,0,0,2340,1,Karlie,Huntt,F,4,4,FALSE
2187,2341_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,0,785,0,0,0,1,2341,1,Karlie,Hubbarnett,F,4,5,FALSE
2188,2345_01,Earth,TRUE,PSO J318.5-22,53,FALSE,0,,0,0,0,0,2345,1,Evane,Brightez,G,3,8,FALSE
2189,2347_01,Earth,,55 Cancri e,28,FALSE,613,22,0,0,0,0,2347,1,Evaley,Wellierras,F,4,7,TRUE
2190,2347_02,Earth,TRUE,TRAPPIST-1e,11,FALSE,0,0,0,0,0,1,2347,2,Janne,Wellierras,G,3,7,TRUE
2191,2347_03,Earth,TRUE,TRAPPIST-1e,7,FALSE,0,0,0,0,0,0,2347,3,Ward,Wellierras,G,3,7,TRUE
2192,2347_04,Earth,TRUE,PSO J318.5-22,0,FALSE,0,0,0,0,0,1,2347,4,Joanry,Wellierras,G,3,7,TRUE
2193,2347_05,Earth,TRUE,55 Cancri e,15,FALSE,0,0,0,0,0,1,2347,5,Lewise,Wellierras,G,3,7,TRUE
2194,2347_06,Earth,FALSE,55 Cancri e,31,FALSE,1,,2,605,0,0,2347,6,Therry,Wellierras,G,3,7,TRUE
2195,2347_07,Earth,FALSE,TRAPPIST-1e,9,FALSE,,0,0,0,0,0,2347,7,Fanna,Wellierras,G,3,7,TRUE
2196,2348_01,Europa,FALSE,55 Cancri e,44,TRUE,0,1223,78,1418,1239,0,2348,1,Asellux,Alaring,D,7,/,FALSE
2197,2349_01,Earth,FALSE,TRAPPIST-1e,35,FALSE,0,722,0,0,185,0,2349,1,All,Brookes,G,3,9,FALSE
2198,2353_01,Earth,FALSE,TRAPPIST-1e,30,FALSE,27,5412,86,,0,1,2353,1,Janney,Morgerson,G,3,0,TRUE
2199,2353_02,Earth,FALSE,55 Cancri e,13,FALSE,880,0,0,0,0,0,2353,2,Lawren,Morgerson,F,4,7,TRUE
2200,2356_01,Mars,FALSE,TRAPPIST-1e,45,TRUE,773,82,0,6,0,0,2356,1,Koat,Peane,D,8,/,TRUE
2201,2356_02,Mars,TRUE,TRAPPIST-1e,4,FALSE,0,,0,0,0,1,2356,2,Alls,Peane,D,8,/,TRUE
2202,2356_03,Mars,TRUE,TRAPPIST-1e,21,FALSE,0,,0,0,0,1,2356,3,Lios,Peane,D,8,/,TRUE
2203,2357_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,0,409,994,215,0,0,2357,1,Vandy,Whitez,E,1,9,FALSE
2204,2360_01,Earth,TRUE,TRAPPIST-1e,24,FALSE,0,0,0,0,0,1,2360,1,Dorene,Boyersons,G,3,9,FALSE
2205,2361_01,Earth,TRUE,PSO J318.5-22,3,FALSE,0,0,0,0,0,0,2361,1,Teryla,Belley,G,3,0,TRUE
2206,2361_02,Earth,FALSE,,29,FALSE,0,0,792,0,0,1,2361,2,Megany,Belley,F,4,1,TRUE
2207,2363_01,Europa,FALSE,TRAPPIST-1e,28,FALSE,2416,8926,41,1,462,1,2363,1,Castab,Unregul,C,8,/,FALSE
2208,2364_01,Earth,FALSE,TRAPPIST-1e,44,FALSE,0,4,6,864,33,1,2364,1,Sta,Roachez,G,3,1,FALSE
2209,2365_01,Europa,TRUE,TRAPPIST-1e,50,FALSE,0,0,,0,0,1,2365,1,Spuri,Clunic,D,7,/,FALSE
2210,2366_01,Mars,TRUE,TRAPPIST-1e,35,FALSE,0,0,0,0,0,0,2366,1,Almone,Raste,F,4,2,FALSE
2211,2367_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,0,0,1,644,0,0,2367,1,Mela,Brookes,F,4,3,FALSE
2212,2368_01,Mars,FALSE,TRAPPIST-1e,22,FALSE,579,0,267,0,108,0,2368,1,Prow,Potte,E,1,1,FALSE
2213,2369_01,Earth,FALSE,TRAPPIST-1e,30,FALSE,3,0,880,0,40,0,2369,1,Netty,Youngrayes,F,4,4,FALSE
2214,2373_01,Europa,FALSE,TRAPPIST-1e,36,FALSE,0,4756,0,7818,96,0,2373,1,Bens,Aneetle,D,8,/,FALSE
2215,2374_01,Mars,FALSE,TRAPPIST-1e,20,FALSE,464,0,1432,0,0,1,2374,1,Gers,Sames,E,1,6,FALSE
2216,2375_01,Earth,FALSE,55 Cancri e,22,FALSE,0,0,659,94,0,1,2375,1,Jeroy,Franankson,G,3,3,FALSE
2217,2376_01,Earth,FALSE,55 Cancri e,22,FALSE,0,30,0,0,673,0,2376,1,Harlos,Coffmaney,F,4,9,FALSE
2218,2377_01,Europa,TRUE,PSO J318.5-22,32,FALSE,0,0,0,0,0,1,2377,1,Alark,Noxiong,C,8,/,FALSE
2219,2379_01,Earth,FALSE,TRAPPIST-1e,35,FALSE,194,0,678,0,0,0,2379,1,Monard,Grifford,F,4,7,FALSE
2220,2382_01,Earth,FALSE,55 Cancri e,41,FALSE,0,33,0,1324,0,0,2382,1,,,F,4,8,FALSE
2221,2384_01,Earth,TRUE,TRAPPIST-1e,57,FALSE,0,0,0,0,0,0,2384,1,Paulah,Cleachrand,G,3,3,TRUE
2222,2384_02,Earth,TRUE,PSO J318.5-22,3,FALSE,0,0,0,0,0,0,2384,2,Landa,Cleachrand,G,3,3,TRUE
2223,2384_03,Earth,FALSE,55 Cancri e,11,FALSE,0,0,0,0,0,1,2384,3,Cathya,Pollarkeeks,G,3,3,TRUE
2224,2384_04,Earth,FALSE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,1,2384,4,Loreen,Cleachrand,G,3,3,TRUE
2225,2384_05,Earth,TRUE,TRAPPIST-1e,17,FALSE,0,0,0,,0,0,2384,5,Ronia,Pollarkeeks,G,3,3,TRUE
2226,2384_06,Earth,,TRAPPIST-1e,30,FALSE,0,0,0,0,0,0,2384,6,Lerome,Cleachrand,G,3,3,TRUE
2227,2384_07,,TRUE,TRAPPIST-1e,11,FALSE,0,0,0,0,0,1,2384,7,Neila,Pollarkeeks,,,,TRUE
2228,2385_01,Mars,FALSE,TRAPPIST-1e,23,FALSE,1773,0,78,0,3,0,2385,1,Jacats,Pité,F,4,1,FALSE
2229,2387_01,Earth,FALSE,TRAPPIST-1e,58,FALSE,,400,0,690,490,1,2387,1,Debony,Estiagosen,E,1,2,FALSE
2230,2389_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,0,46,0,676,0,0,2389,1,Annon,Solon,G,3,4,FALSE
2231,2390_01,Earth,,TRAPPIST-1e,24,FALSE,0,0,,59,4120,0,2390,1,Joelan,Burrilllins,G,3,5,FALSE
2232,2391_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,768,19,0,1,0,0,2391,1,Chery,Hendrys,E,1,3,FALSE
2233,2392_01,,TRUE,TRAPPIST-1e,37,FALSE,0,0,0,0,0,1,2392,1,Isaacy,Salin,G,3,6,FALSE
2234,2395_01,Earth,FALSE,TRAPPIST-1e,49,FALSE,712,1,0,0,,0,2395,1,Olgary,Toddleton,G,3,7,FALSE
2235,2396_01,Earth,FALSE,TRAPPIST-1e,46,FALSE,0,557,0,287,781,0,2396,1,Deaney,Handertiz,E,1,8,TRUE
2236,2396_02,Earth,FALSE,TRAPPIST-1e,30,FALSE,854,0,30,0,0,0,2396,2,Sallie,Handertiz,G,3,6,TRUE
2237,2397_01,Earth,FALSE,55 Cancri e,36,FALSE,0,810,0,0,0,0,2397,1,Elenna,Raney,G,3,7,FALSE
2238,2398_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,0,780,44,0,5,0,2398,1,Loresa,Barnolaney,F,4,0,FALSE
2239,2399_01,Mars,FALSE,TRAPPIST-1e,25,TRUE,854,0,319,0,0,0,2399,1,Stisps,Sin,E,1,9,FALSE
2240,2401_01,Earth,TRUE,PSO J318.5-22,42,FALSE,0,0,0,0,0,1,2401,1,Luise,Francock,G,3,8,FALSE
2241,2402_01,Earth,TRUE,TRAPPIST-1e,13,FALSE,0,0,,0,0,0,2402,1,Glenna,Valezaley,G,3,9,FALSE
2242,2403_01,Earth,FALSE,,25,FALSE,7,0,0,877,0,0,2403,1,Antony,Frederry,G,3,8,FALSE
2243,2404_01,Europa,FALSE,TRAPPIST-1e,29,FALSE,0,544,7,2650,1561,0,2404,1,Scharab,Disheract,C,8,/,TRUE
2244,2404_02,Europa,TRUE,TRAPPIST-1e,17,FALSE,0,0,0,0,0,1,2404,2,Alatik,Disheract,C,8,/,TRUE
2245,2404_03,Europa,FALSE,55 Cancri e,36,FALSE,828,5553,130,47,1171,1,2404,3,Girtan,Oilpuring,C,8,/,TRUE
2246,2404_04,,TRUE,TRAPPIST-1e,44,FALSE,0,0,0,0,0,1,2404,4,Dira,Disheract,C,8,/,TRUE
2247,2406_01,Mars,TRUE,TRAPPIST-1e,18,FALSE,0,0,0,0,0,1,2406,1,Cornys,Pie,F,4,5,FALSE
2248,2409_01,Earth,FALSE,55 Cancri e,22,FALSE,292,395,0,0,3,0,2409,1,Briam,Pottonalden,F,4,2,TRUE
2249,2409_02,Earth,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,1,2409,2,Eulahy,Pottonalden,G,3,0,TRUE
2250,2410_01,Earth,TRUE,TRAPPIST-1e,43,FALSE,0,0,,0,0,1,2410,1,Dia,Beckeetter,G,3,1,FALSE
2251,2411_01,Earth,FALSE,TRAPPIST-1e,29,FALSE,19,2115,17,,0,1,2411,1,Brinez,Howenters,F,4,3,FALSE
2252,2412_01,Earth,TRUE,TRAPPIST-1e,24,FALSE,0,0,0,0,0,1,2412,1,Rone,Bertsontry,G,3,2,FALSE
2253,2413_01,Earth,TRUE,PSO J318.5-22,18,FALSE,0,0,0,0,0,1,2413,1,Tyrona,Barnoldeney,G,3,0,FALSE
2254,2414_01,Europa,FALSE,TRAPPIST-1e,42,FALSE,0,1829,2,3133,2447,0,2414,1,Mergak,Headfair,T,1,P,FALSE
2255,2416_01,Earth,FALSE,TRAPPIST-1e,43,FALSE,9,0,1079,0,729,0,2416,1,Lesley,Nolds,G,3,1,FALSE
2256,2417_01,Earth,FALSE,TRAPPIST-1e,32,FALSE,11,31,0,836,9,0,2417,1,Shanya,Mcgowaymond,G,3,3,FALSE
2257,2419_01,Earth,TRUE,TRAPPIST-1e,15,FALSE,0,0,0,0,0,1,2419,1,Eriney,Mclainez,G,3,4,FALSE
2258,2421_01,Mars,FALSE,TRAPPIST-1e,22,,0,0,0,0,0,1,2421,1,Comats,Sepie,E,1,5,FALSE
2259,2423_01,Earth,TRUE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,0,2423,1,Bonya,Boltond,G,3,5,FALSE
2260,2424_01,Earth,FALSE,TRAPPIST-1e,34,FALSE,34,223,1559,0,0,1,2424,1,Hanna,Fishopper,G,3,3,FALSE
2261,2426_01,Mars,TRUE,TRAPPIST-1e,70,FALSE,0,0,0,0,0,1,2426,1,Colatz,Gine,F,4,6,TRUE
2262,2426_02,Mars,TRUE,TRAPPIST-1e,18,FALSE,0,0,0,0,0,1,2426,2,Kies,Gine,F,4,6,TRUE
2263,2427_01,Europa,TRUE,TRAPPIST-1e,26,FALSE,0,0,0,0,0,1,2427,1,Marfak,Geneltic,B,9,/,FALSE
2264,2429_01,Earth,FALSE,TRAPPIST-1e,17,FALSE,112,56,332,0,606,0,2429,1,Idace,Vinozarks,F,4,7,FALSE
2265,2431_01,Earth,FALSE,TRAPPIST-1e,13,FALSE,0,2,0,566,208,0,2431,1,Candy,Josesh,F,4,8,FALSE
2266,2432_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,0,0,79,,0,0,2432,1,Cellex,Anthompson,F,4,9,FALSE
2267,2433_01,Europa,TRUE,TRAPPIST-1e,32,FALSE,0,0,0,,0,1,2433,1,Keidus,Ametic,C,8,/,FALSE
2268,2435_01,Earth,FALSE,TRAPPIST-1e,33,FALSE,4,0,28,0,2757,0,2435,1,Lynnee,Bonder,F,4,7,FALSE
2269,2436_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,759,0,0,,40,0,2436,1,Gileen,Figuez,F,5,1,FALSE
2270,2438_01,Mars,TRUE,TRAPPIST-1e,23,FALSE,0,0,0,0,0,1,2438,1,Totse,Stake,F,5,3,FALSE
2271,2439_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,227,537,13,0,0,1,2439,1,Ninald,Bardinard,F,5,4,FALSE
2272,2441_01,Earth,FALSE,55 Cancri e,17,FALSE,0,11,493,0,372,0,2441,1,Tamin,Bowenasey,F,4,8,FALSE
2273,2442_01,Mars,TRUE,TRAPPIST-1e,34,,0,0,0,0,0,1,2442,1,Beals,Perie,F,5,5,FALSE
2274,2443_01,,FALSE,TRAPPIST-1e,31,FALSE,1458,421,76,0,0,0,2443,1,,,D,7,/,FALSE
2275,2444_01,Earth,FALSE,55 Cancri e,43,FALSE,6,236,3,448,54,0,2444,1,Benew,Pentss,F,5,6,FALSE
2276,2445_01,Earth,FALSE,,43,FALSE,602,3,27,89,69,0,2445,1,Sanney,Lerez,E,1,0,FALSE
2277,2446_01,Earth,FALSE,TRAPPIST-1e,33,FALSE,0,0,661,0,94,1,2446,1,Lestie,Hoppernardy,F,5,7,FALSE
2278,2449_01,Mars,TRUE,TRAPPIST-1e,28,FALSE,0,0,0,0,0,1,2449,1,Hon,Nacke,F,5,8,TRUE
2279,2449_02,Mars,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,0,2449,2,Tark,Nacke,E,1,6,TRUE
2280,2449_03,Mars,TRUE,TRAPPIST-1e,7,FALSE,0,0,0,0,0,1,2449,3,Moss,Nacke,F,5,8,TRUE
2281,2451_01,,TRUE,PSO J318.5-22,16,FALSE,0,0,0,0,0,0,2451,1,Valey,Currisones,G,3,5,FALSE
2282,2452_01,Earth,FALSE,55 Cancri e,42,FALSE,526,2,28,161,,0,2452,1,Lorey,Wiggs,F,4,0,FALSE
2283,2453_01,Mars,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,1,2453,1,Ter,Teake,E,1,7,FALSE
2284,2454_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,0,0,0,157,644,0,2454,1,Jeandy,Monroellynn,F,5,0,FALSE
2285,2455_01,Mars,FALSE,TRAPPIST-1e,42,FALSE,554,0,1168,0,275,0,2455,1,Naish,Muste,F,4,1,FALSE
